,original_language,poster_path,release_date,genre_ids_x,video,original_title,id,title,vote_average,adult,vote_count,backdrop_path,popularity,overview,cast,director,keywords,genre_ids_y,name
306,en,/dB0QmV75bu2GyGoqAUPNCsXV2yz.jpg,2009-08-05,[878],False,District 9,17654,Dystrykt 9,7.4,False,7513,/sRP9iWnygnfvTlXCwsaZLXRzhuh.jpg,108.129,"28 lat temu obcy przybywają na Ziemię. Ludzie oczekują na wrogi atak lub olbrzymi postęp technologiczny. Nic z tych rzeczy. Obcy stają się uchodźcami. Zostają osadzeni w prowizorycznej południowoafrykańskiej dzielnicy - ""Dystrykcie 9"", póki państwa świata nie zadecydują, co z nimi zrobić. Teraz cierpliwość w związku z sytuacją obcych wyczerpała się. Kontrolę nad nimi zlecono Multi-National United (MNU), prywatnej spółce nie dbającej o ich dobro - otrzymają ogromne zyski za zmuszenie ich do stworzenia niesamowitej broni. Jak dotąd zawodzą. Uruchomienie broni wymaga DNA obcych. Napięcie między cudzoziemcami a ludźmi osiąga punkt krytyczny. Wikus Van De Merwe (Sharlto Copley) znajduje tajemniczy wirus, który zaczyna zmieniać jego DNA. Wikus szybko zostaje najbardziej zaszczutym człowiekiem na świecie, jak również najcenniejszym - jest kluczem do odkrycia tajemnic obcej technologii. Zostaje porzucony przez przyjaciół. Jest tylko jedno miejsce, gdzie może się ukryć: ""Dystrykt 9"".","['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt']",['Neill Blomkamp'],"['slum', 'street gang', 'mutation']",[878],['Sci-Fi']
307,en,/wQ0fXIxOrM9e0BIy7rUbWZmSGwi.jpg,2017-06-16,"[28, 12, 878, 14]",False,Transformers: The Last Knight,335988,Transformers: Ostatni Rycerz,6.1,False,4736,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,114.449,"Optiums Prime odszedł, a między ludźmi i Transformerami toczy się walka o przetrwanie. Cade Yeager tworzy sojusz z Bumblebee oraz brytyjskim lordem i oksfordzką profesorką, aby dowiedzieć się dlaczego Transformery wciąż wracają na Ziemię.","['Mark Wahlberg', 'Josh Duhamel', 'Stanley Tucci']",['Michael Bay'],"['england', 'knight', 'based on toy']","[878, 28, 12, 14]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Fantasy']"
308,en,/iJqE4GqiKlEPTENg9jZrVFz9old.jpg,2017-04-12,"[28, 80, 53]",False,The Fate of the Furious,337339,Szybcy i wściekli 8,6.9,False,8635,/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,102.962,"Dom (Vin Diesel) i Letty (Michelle Rodriguez) cieszą się swym miesiącem miodowym, Brian i Mia wycofali się z gry, a reszcie ekipy udało się znaleźć oczyszczającą namiastkę normalnego życia. To właśnie wtedy pojawia się ona. Tajemnicza kobieta (Charlize Theron), która wciąga Doma w niebezpieczny świat, z którego nie ma ucieczki. Dom zdradzi najbliższych. Wszystkich czeka czas pełen prób i testów, jakich nie widzieliśmy dotąd w kinie. Od wybrzeży Kuby przez ulice Nowego Jorku po lody arktycznego morza Barentsa – „Szybcy i wściekli” przemierzą świat, by powstrzymać zło i chaos. I uratować tego, który uczynił ich rodziną.  [opis dystrybutora kino]","['Vin Diesel', 'Jason Statham', 'Dwayne Johnson']",['F. Gary Gray'],"['new york city', 'submarine', 'sequel']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
309,ko,/gqRUcdZ7gBrC89PbqYWgJ0XCH7E.jpg,2020-07-15,"[28, 27, 53]",False,반도,581392,Półwysep,6.9,False,1735,/d2UxKyaJ5GgzuHaSsWinFfv3g6L.jpg,111.247,"Korea została doszczętnie opanowana przez zombie i odizolowana od reszty świata. Pozostały w niej jednak rzeczy, na które wielu ostrzy sobie zęby - na przykład ukryte w opuszczonej ciężarówce torby z dwudziestoma milionami dolarów. Jung-seok dostaje zadanie odzyskania cennego ładunku. Okazuje się jednak, że na objętym ścisłą kwarantanną terenie oprócz nieumarłych mieszka ktoś jeszcze.","['Gang Dong-won', 'Lee Jung-hyun', 'Lee Re']",['Yeon Sang-ho'],"['dystopia', 'sequel', 'zombie']","[28, 53, 27]","['Akcja', 'Thriller', 'Horror']"
310,en,/1S21HpcKY6uQ9UAw68aICmrJaq6.jpg,2020-12-25,"[28, 14, 10751, 35]",False,We Can Be Heroes,615677,Będziemy bohaterami,6.3,False,550,/y6FYAhaeFMj9Lsk8OdF2NeWQkbd.jpg,111.219,"Kiedy ziemscy superbohaterowie zostają porwani przez najeźdźców z kosmosu, ich dzieci zostają natychmiast zabrane do bezpiecznej rządowej bazy. Jednak błyskotliwa młoda nastolatka Missy Moreno nie poprzestanie na niczym, by uratować swojego tatę superbohatera, Marcusa Moreno. Missy przekonuje pozostałe superdzieciaki do wymknięcia się spod opieki tajemniczej rządowej opiekunki, panny Granady, i ratowania swoich rodziców na własną rękę. Robiąc użytek ze swoich indywidualnych mocy — między innymi elastyczności, kontrolowania czasu czy przewidywania przyszłości — dzieci tworzą własny zespół superbohaterów.","['YaYa Gosselin', 'Lyon Daniels', 'Andy Walken']",['Robert Rodriguez'],"['superhero', 'family']","[28, 35, 10751, 14]","['Akcja', 'Komedia', 'Familijny', 'Fantasy']"
311,ja,/m2RzGRMbdMUcp8S3PYtlPpHa83g.jpg,2020-03-27,"[878, 28, 80, 16]",False,PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,655431,Psycho-Pass 3 Movie: First Inspector,7.7,False,48,/cFVgXPmF8UMGH67roYd4e3QaAHP.jpg,111.152,"Film kończy historię z trzeciego sezonu w sprawie ""Lisów"" ściganych przez Pierwszą Jednostkę, tajemnicy grupy ""Bifrost"" oraz bitwy inspektorów.","['Takahiro Sakurai', 'Junichi Suwabe', 'Yuichi Nakamura']",['Naoyoshi Shiotani'],"['detective', 'dystopia', 'police']","[878, 28, 80, 16]","['Sci-Fi', 'Akcja', 'Kryminał', 'Animacja']"
312,en,/rLfeygAoeNiOhcuWmXoxBJko1E.jpg,2013-05-23,[35],False,The Hangover Part III,109439,Kac Vegas III,6.2,False,7077,/o8ZS811VjYbBi4pRYwILLdWCVey.jpg,94.792,"Trzecia i ostatnia odsłona najsłynniejszego kaca na świecie. Bijąca rekordy oglądalności seria o perypetiach watahy dobiega końca. Tym razem nie będzie ani ślubu, ani wieczoru kawalerskiego. Co więc mogłoby pójść nie tak? Kiedy Phil (Bradley Cooper), Stu (Ed Helms), Alan (Zach Galifianakis) oraz Doug (Justin Bartha) wyruszają w drogę, wszystko może się zdarzyć. Szczególnie kiedy na ich drodze staje znów pan Chow, który ukradł sporo kasy. Pożegnanie z watahą bawi do łez.  [opis dystrybutora dvd]","['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",['Todd Phillips'],"['nevada', 'reno, nevada', 'sequel']",[35],['Komedia']
313,en,/40qxr2p2s297Q1mWFJOsRatQPK0.jpg,2008-09-18,[35],False,Zack and Miri Make a Porno,10358,Zack i Miri kręcą porno,6.3,False,1778,/z81ZWXB0RNj6IRrYP9ckQh2KyB9.jpg,110.058,"Starzy kumple i współlokatorzy, Zack i Miri, muszą stawić czoła ciężkim czasom i górom długów. Kiedy sytuacja kryzysowa doprowadza do tego, że w mieszkaniu odcinają im prąd i wodę, wpadają na pomysł szybkiego zarobku - wyprodukowania domowego filmu porno z udziałem kilkorga przyjaciół. Zack i Miri przyrzekają sobie nawzajem, że wspólny seks nie zrujnuje ich przyjaźni. Ale kiedy rozpoczynają kręcenie filmu to, co na początku było tylko sprytnym pomysłem na biznes, zmienia się w coś znacznie poważniejszego...","['Seth Rogen', 'Elizabeth Banks', 'Craig Robinson']",['Kevin Smith'],"['pornography', ""love of one's life"", 'platonic love']",[35],['Komedia']
314,en,/xYoYYRo0vZNa0VJAOvXtfRPCi3S.jpg,2009-08-19,"[18, 28, 53, 10752]",False,Inglourious Basterds,16869,Bękarty Wojny,8.2,False,17835,/u3tkHXc5wzRFfRXyjGsAlfCIJuh.jpg,100.998,"Akcja filmu rozpoczyna się w okupowanej Francji podczas egzekucji rodziny Shosanny Dreyfus, której dziewczyna jest świadkiem. Egzekucji dokonuje nazistowski pułkownik Hans Landa. Shosannie udaje się uciec i wyjechać do Paryża, gdzie, jako właścicielka kina, przyjmuje nową tożsamość. W innym miejscu w Europie, porucznik Aldo Raine organizuje grupę żydowskich żołnierzy, którzy mają dokonywać aktów zemsty. Do oddziału Raine'a dołącza niemiecka aktorka i agentka Bridget Von Hammersmark, której misją jest pozbawienie władzy przywódców Trzeciej Rzeszy. Losy tych ludzi zbiegają się pod kinowym afiszem, gdzie Shosanna przygotowuje własny plan zemsty...","['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz']",['Quentin Tarantino'],"['paris, france', 'guerrilla warfare', 'self sacrifice']","[28, 53, 18, 10752]","['Akcja', 'Thriller', 'Dramat', 'Wojenny']"
315,en,/nyj0Y3IgpwBARdwfQrOh5X0ogws.jpg,2019-12-04,"[12, 35, 14]",False,Jumanji: The Next Level,512200,Jumanji: Następny Poziom,7.0,False,6457,/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg,103.969,"„Jumanji: Następny poziom” to powrót słynnych bohaterów, których poznaliśmy w „Jumanji: Przygoda w dżungli”. Tyle że zasady gry zmieniły się diametralnie. Wszyscy zmuszeni są do powrotu do świata Jumanji, by uratować jednego ze swych przyjaciół, któremu nie udało się opuścić gry. Nie spodziewają się jednak, że nic nie pójdzie zgodnie z ich oczekiwaniami. Przyjdzie im stawić czoła niebezpieczeństwom i temu, co nieznane – od jałowych pustyń przez śnieżne szczyty gór. Tylko czy uda im się wyjść z najbardziej wciągającej gry świata?","['Dwayne Johnson', 'Kevin Hart', 'Jack Black']",['Jake Kasdan'],"['magic', 'animal attack', 'body-swap']","[12, 35, 14]","['Przygodowy', 'Komedia', 'Fantasy']"
316,zh,/tSdK6Td3w2CnbcwciX8Qy4W5Wk.jpg,2019-01-11,"[10749, 16, 14]",False,白蛇：缘起,573699,Biały wąż,7.8,False,250,/2mU4rVU7CQBT3Rbk5JqofNA8nlX.jpg,109.749,"Blanca żali się siostrze, że medytuje już 500 lat i wciąż nie może osiągnąć oświecenia. Czuje, że chodzi o coś, czego nie może sobie przypomnieć. Siostra pomaga jej cofnąć się o pół tysiąca lat, do czasów dynastii Tang. Wtedy to zły generał nakazał masowe zabijanie węży, by kraść im energię i wykorzystywać do czarnej magii. Blanca spotyka na swojej drodze łowcę węży Xuana. Chłopak ma pomóc jej odkryć swoją prawdziwą tożsamość. Po drodze napotykają na kolejne niebezpieczeństwa, a jednocześnie stopniowo stają się dla siebie coraz ważniejsi. Animacja zainspirowana ponadtysiącletnią chińską „Legendą o Białym Wężu”. Hołd złożony klasycznej opowieści w nowoczesnym wydaniu. Porywająca, zabawna love story o tym, że miłość to miłość i nic do rzeczy nie powinno mieć, że osoba, którą kochasz, jest trochę inna, niż sobie wyobrażasz.","['Yang Tianxiang', 'Tang Xiaoxi', 'Ziling Liu']","['Zhao Ji', 'Amp Wong']","['china', 'assassin', 'snake']","[16, 14, 10749]","['Animacja', 'Fantasy', 'Romans']"
317,en,/1NbwxA7xdk0HJBjuW7vR3KKBKSd.jpg,2019-10-16,"[10751, 14, 12]",False,Maleficent: Mistress of Evil,420809,Czarownica 2,7.4,False,4777,/skvI4rYFrKXS73BJxWGH54Omlvv.jpg,103.919,"Akcja filmu rozpoczyna się kilka lat po wydarzeniach ""Czarownicy"" Już wiemy co utwardziło serce słynnej negatywnej bohaterki Disneya i sprawiło, że rzuciła przekleństwo na maleńką księżniczkę Aurorę. Tym razem zagłębimy się w relacje między Diaboliną i Aurorą, które będą zawierać nowe sojusze oraz staną w obliczu silnych przeciwników w walce o ocalenie wrzosowisk oraz żyjących na nich magicznych stworzeń.","['Angelina Jolie', 'Elle Fanning', 'Harris Dickinson']",['Joachim Rønning'],"['magic', 'fairy', 'fairy tale']","[12, 10751, 14]","['Przygodowy', 'Familijny', 'Fantasy']"
318,en,/xmLadOFQEibY0XFQ28NGf7AP76a.jpg,2018-06-14,"[28, 12, 16, 10751]",False,Incredibles 2,260513,Iniemamocni 2,7.5,False,10468,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,120.402,"W rodzinie Iniemamocnych przyszła kolej na zmiany! Podczas gdy Helen rozwija swoją karierę zawodową, jej mąż Bob zostaje w domu z dziećmi realizując się w zaciszu domowych pieleszy. Ta nowa sytuacja jest trudna dla wszystkich, a pączkujące nadprzyrodzone zdolności małego Jack-Jacka nie czynią jej łatwiejszą. Kiedy kolejny szwarccharakter planuje genialny i niebezpieczny spisek, cała rodzina Iniemamocnych musi ponownie zjednoczyć siły, aby stawić czoła nowemu wyzwaniu. Łatwiej powiedzieć, trudniej zrobić – nawet dla Iniemamocnych.","['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell']",['Brad Bird'],"['married couple', 'cartoon', 'sequel']","[28, 12, 16, 10751]","['Akcja', 'Przygodowy', 'Animacja', 'Familijny']"
319,en,/osJNr64CNyGhCzdlg6oHt3a6vNA.jpg,2012-06-29,"[35, 14]",False,Ted,72105,Ted,6.4,False,10201,/y4Nyby674jtsbYLzVx1lSgaz1WB.jpg,105.902,"Marzenia mają niezwykłą moc. Ale uważaj, czego sobie życzysz, bo możesz mieć pecha i życzenie ci się spełni… Mały John pragnął, by jego pluszowy miś Ted ożył. I tak się stało, a Ted dorósł razem z Johnem (Mark Wahlberg). Teraz obaj lubią strzelić sobie browarka, zapalić zioło i jednakowo bimbają na obowiązki. Z tym tylko, że Ted wysyła do firmy zabawkarskiej skargi, bo uszyto go bez pewnego ważnego męskiego organu, a John znalazł sobie dziewczynę. I to właśnie Lori (Mila Kunis) ma tak dosyć pyskatego pluszaka, sprowadzającego do domu różne panienki, że stawia Johnowi warunek: Ted musi się wynieść z ich życia. Ale jak rozstać się z kimś, kto czasem bywa cyniczny i złośliwy, ale towarzyszy ci od lat i jest twoim najlepszym kumplem?  [opis dystrybutora dvd]","['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane']",['Seth MacFarlane'],"['dream', 'friendship', 'love']","[35, 14]","['Komedia', 'Fantasy']"
320,en,/zk03qvmvgu25q1SJiXqxfKbFFSl.jpg,2018-06-06,"[28, 12, 878]",False,Jurassic World: Fallen Kingdom,351286,Jurassic World: Upadłe Królestwo,6.6,False,9389,/3s9O5af2xWKWR5JzP2iJZpZeQQg.jpg,105.639,"Mijają już cztery lata od chwili, gdy park rozrywki i luksusowy kurort Jurassic World został zniszczony przez dinozaury, które wymknęły się spod kontroli. ""Isla Nublar"" jest miejscem opuszczonym przez ludzi, ze swobodnie żyjącymi dinozaurami. Kiedy jednak uśpiony wulkan na wyspie budzi się do życia, Owen (Chris Pratt) i Claire (Bryce Dallas Howard) rozpoczynają kampanię na rzecz ocalenia dinozaurów z wyspy przed zagładą.  [opis dystrybutora dvd]","['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall']",['J. A. Bayona'],"['tyrannosaurus rex', 'volcano', 'sequel']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
321,en,/5UUsPDVk2UmNOldVtKwTNoFWpyP.jpg,2009-07-01,"[80, 36]",False,Public Enemies,11322,Wrogowie publiczni,6.7,False,3471,/za2MCwq5Trnwa2t5yXB4PvTjLtx.jpg,99.509,"Historia o najsłynniejszych amerykańskich gangsterach lat 30tych - Johna Dillingera, Baby'ego Face'a Nelsona i Pretty Boya Floyda. Kierowana wówczas przez J. Edgara Hoovera FBI z małej agencji stała się potężną organizacją o światowej sławie miedzy innym przez swoje wysiłki zmierzające do schwytania przestępców.","['Johnny Depp', 'Christian Bale', 'Marion Cotillard']",['Michael Mann'],"['gangster', 'machinegun', 'prison guard']","[80, 36]","['Kryminał', 'Historyczny']"
322,en,/tEAQBOaBMbBuQbk5iC8QiutS5AR.jpg,2021-02-25,[18],False,The Penitent Thief,778552,Dobry łotr,4.8,False,4,/2q4ec7QNNmLQYxvxjZrB4AZeb2W.jpg,108.953,"""Dobry Łotr"" to epicka opowieść, która rozpoczyna się podróżą trzech mędrców i ich przypadkowym spotkaniem z młodym Dyzmą przy betlejemskim żłóbku. W swoim pełnym dramatycznych zwrotów życiu młodzieniec napotka Jezusa i inne znane z kart Ewangelii postacie, w tym drugiego łotra. Razem z nim, w drodze, która niechybnie zmierza na Golgotę, spróbują oni przechytrzyć swoje przeznaczenie. Przekonają się jednak, że nie ma ucieczki przed strasznym końcem. Ale czy rzeczywiście dla obu strasznym?","['Kevin Sorbo', 'James Russo', 'Major Dodge']",['Lucas Miles'],['christian film'],[18],['Dramat']
323,en,/fAjrZouEHp3mTj0nFZu8Qr80nxj.jpg,2017-02-08,"[53, 28, 80]",False,John Wick: Chapter 2,324552,John Wick 2,7.3,False,9695,/r17jFHAemzcWPPtoO0UxjIX0xas.jpg,115.499,"Legendarny super zabójca John Wick (Keanu Reeves) znów musi porzucić spokojną emeryturę. Jego dawny wspólnik potrzebuje pomocy w walce z podziemną organizacją włoskich zabójców. Związany ślubami krwi, John nie może odmówić. A to znaczy, że znów będzie się działo. Pojawienie się na włoskiej ziemi Johna Wicka będzie dla mafii jak wybuch Wezuwiusza. Krew poleje się niczym lawa, a najwięksi twardziele będą błagać o litość. W tej grze John Wick znów przeniesie nas o poziom wyżej.  [opis dystrybutora dvd]","['Keanu Reeves', 'Common', 'Laurence Fishburne']",['Chad Stahelski'],"['italy', 'gun', 'roof']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
324,en,/v3otSJVt5jFZKhnlBGMoOfu2mo6.jpg,2007-06-28,"[16, 35, 10751, 14]",False,Ratatouille,2062,Ratatuj,7.8,False,13273,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,99.839,"Remy marzy o karierze wielkiego kucharza. Dwie rzeczy stoją mu na przeszkodzie - niechętna rodzina i fakt, iż jest szczurem. Nasz bohater jednak się tym nie zraża i dzielnie dąży do realizacji celu. Zbieg okoliczności sprawia, że trafia on do kanałów mieszczących się dokładnie pod ekskluzywną paryską restauracją. Początkowo Remy nie jest w lokalu mile widziany, ale pasja gotowania bierze górę nad różnicami gatunkowymi. Wkrótce cały kulinarny światek zostaje wywrócony do góry nogami... (za filmweb.pl)","['Patton Oswalt', 'Ian Holm', 'Lou Romano']",['Brad Bird'],"['paris, france', 'sibling relationship', 'expensive restaurant']","[35, 16, 10751, 14]","['Komedia', 'Animacja', 'Familijny', 'Fantasy']"
325,en,/saL1Nj7kx7zrtn85VNQFSRfJkZf.jpg,2013-03-15,"[16, 12, 10751, 14, 35, 28]",False,The Croods,49519,Krudowie,6.9,False,5710,/bNgqt819qpHcszjCzLCG5y16ldF.jpg,99.504,"W poszukiwaniu nowego domu staromodny jaskiniowiec musi przeprowadzić rodzinę przez prehistoryczne ziemie. Olbrzymich rozmiarów flora i fauna są sporym wyzwaniem, jednak prawdziwe komplikacje pojawią się w chwili, kiedy do rodziny dołączy jaskiniowiec zatrważająco nowoczesny. Jego poszukiwanie ""lepszego jutra"" zupełnie nie pasuje do poglądów naszego hołdującego tradycji bohatera.","['Nicolas Cage', 'Ryan Reynolds', 'Emma Stone']","['Chris Sanders', 'Kirk DeMicco']","['parent child relationship', 'stone age', 'daughter']","[28, 12, 35, 16, 10751, 14]","['Akcja', 'Przygodowy', 'Komedia', 'Animacja', 'Familijny', 'Fantasy']"
326,en,/bWUaRk13G7fl1in8jpKmLdZ7pwK.jpg,2011-03-08,"[53, 9648, 878]",False,Limitless,51876,Jestem Bogiem,7.2,False,8650,/vQGo5VjJcHxpzIa8lMBFzpAth1w.jpg,95.253,"Wyobraź sobie narkotyk, który czyni Twój mózg niezwykle wydajnym i sprawia, że chłoniesz ogromną wiedzę. Narkotyk, który czyni cię nadzwyczaj skupionym, szybkim, sprawnym, a nawet atrakcyjnym. Narkotyk, dzięki któremu pokonujesz wszystkie ograniczenia. Niewyobrażalne staje się możliwe nawet dla Eddiego, który od życia nie spodziewa się niczego. Zażycie specyfiku pozwala mu osiągnąć sukces o jakim zawsze marzył. Ceną, jaką przychodzi mu zapłacić, są: bóle głowy, omdlenia, utraty świadomości, niekontrolowane wybuchy przemocy...","['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish']",['Neil Burger'],"['new york city', 'medicine', 'politician']","[878, 53, 9648]","['Sci-Fi', 'Thriller', 'Tajemnica']"
327,en,/z8QVNWqPxJQtOUIz5zEZBIJ28cF.jpg,2012-11-26,"[12, 14, 28]",False,The Hobbit: An Unexpected Journey,49051,Hobbit: Niezwykła Podróż,7.3,False,15411,/gioXMobK8vbD6bcTsjKYKfgacNt.jpg,104.586,"Akcja rozgrywa się na 77 lat przed wydarzeniami z ""Władcy Pierścieni"", opowiada historię niziołka Bilba Bagginsa (Martin Freeman), który za namową czarodzieja Gandalfa (Ian McKellen) i krasnoluda Thorina (Richard Armitage) Dębowej Tarczy wyrusza, aby pomóc w znalezieniu Arcykamienia Thraina, starożytnego skarbu krasnoludzkich władców. Towarzyszy im kompania Thorina składająca się z dwunastu przedstawicieli jego rasy. Cała drużyna przemierza Mgliste Góry, gdzie Bilbo wchodzi w posiadanie tajemniczego artefaktu, stacza niezliczoną ilość bitew ze stworami Śródziemia, by w końcu dotrzeć do celu, Samotnej Góry, w której Arcykamienia, jak i innych skarbów, broni Smaug, największy smok swoich czasów.","['Ian McKellen', 'Martin Freeman', 'Richard Armitage']",['Peter Jackson'],"['riddle', 'elves', 'dwarf']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
328,en,/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,2020-12-04,"[27, 53, 9648]",False,Host,723072,Host,6.7,False,443,/buop8brXQ8gGiOPrVTxZZUqE8Oa.jpg,107.98,"Sześciu przyjaciół zatrudnia medium, aby zorganizować seans przez Zoom podczas kwarantanny - ale dostają znacznie więcej, niż się spodziewali, ponieważ sprawy szybko się nie udają. Kiedy zły duch zaczyna nawiedzać ich domy, zaczynają zdawać sobie sprawę, że mogą nie przeżyć nocy.","['Haley Bishop', 'Jemma Moore', 'Emma Louise Webb']",['Rob Savage'],"['isolation', 'computer', 'quarantine']","[53, 27, 9648]","['Thriller', 'Horror', 'Tajemnica']"
329,en,/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,2015-06-06,"[28, 12, 878, 53]",False,Jurassic World,135397,Jurassic World,6.7,False,17420,/yOCRqvrRrxbs5FYq2pX1KtLJwmR.jpg,93.096,"Przed 22 laty John Hammond zamarzył o parku rozrywki, którego goście staną oko w oko z żywymi dinozaurami. Teraz Jurassic World przyjmuje dziesiątki tysięcy gości dziennie, ale wśród atrakcji parku pojawia się niebezpieczeństwo: agresywny, genetycznie zmodyfikowany dinozaur wymykający się wszelkiej kontroli. Gdy na wyspie wybucha chaos, Owen (Chris Pratt, ""Strażnicy Galaktyki"") i Claire (Bryce Dallas Howard, ""Służące"") muszą pospiesznie przywrócić porządek, by pobyt w parku nie zamienił się w szkołę przetrwania.  [opis dystrybutora dvd]","['Chris Pratt', 'Bryce Dallas Howard', 'Ty Simpkins']",['Colin Trevorrow'],"['dna', 'tyrannosaurus rex', 'velociraptor']","[878, 28, 12, 53]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Thriller']"
330,en,/wFCMrX1l3wbm0UK3WxMpzsfCTss.jpg,2016-05-13,"[27, 53]",False,The Conjuring 2,259693,Obecność 2,7.3,False,6453,/4mfFtlGeInPrQVm1hpv7th02yjx.jpg,102.045,Kontynuacja hitu kinowego Jamesa Wana. Nominowana do Oscara Vera Farmiga oraz Patrick Wilson ponownie wcielają się w role Lorraine i Eda Warrenów. Tym razem badacze będą chcieli pomóc samotnej matce wychowującej czwórkę dzieci w domu nawiedzanym przez duchy. Nawiedzenie z Enfield to jeden z najlepiej udokumentowanych przypadków paranormalnych. Poznaj prawdę kryjącą się za tymi wydarzeniami.  [opis dystrybutora dvd],"['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe']",['James Wan'],"['london, england', 'england', '1970s']","[53, 27]","['Thriller', 'Horror']"
331,en,/34BmdJkdvRweC3xJJFlOFQ2IbYc.jpg,2021-06-24,"[80, 18, 9648]",False,No Sudden Move,649409,No Sudden Move,6.4,False,295,/ok7RdHhVngnwkvKj09tvtOvypG.jpg,107.411,"Grupa przestępców spotyka się w tajemniczych okolicznościach i musi współpracować, aby odkryć, co naprawdę się dzieje, gdy ich prosta ""robota"" przebiega w zupełnie niespodziewany sposób.","['Don Cheadle', 'Benicio del Toro', 'David Harbour']",['Steven Soderbergh'],"['detective', 'safe', 'organized crime']","[80, 18, 9648]","['Kryminał', 'Dramat', 'Tajemnica']"
332,en,/1dbN9vYNRAmEv2FHtIDIrJcPnOg.jpg,2021-02-12,"[28, 27, 35]",False,Willy's Wonderland,643586,Niewesołe miasteczko,6.5,False,399,/jFINtstDUh0vHOGImpMAmLrPcXy.jpg,107.339,"Grupa przyjaciół, by zabić czas i wakacyjną nudę, odwiedza opuszczony park rozrywki na obrzeżach miasta. Nikt z nich nie spodziewa się, że po zmroku to miejsce zaczyna żyć własnym życiem i właśnie zostali uwięzieni w pułapce pełnej morderczych, mechanicznych atrakcji. Tej nocy w starym lunaparku ożyją koszmarne, krwawe wspomnienia, a jedyną osobą, która może uratować nastolatków, jest tajemniczy nieznajomy.","['Nicolas Cage', 'Emily Tosta', 'Beth Grant']",['Kevin Lewis'],"['nightmare', 'carnival', 'mascot']","[28, 35, 27]","['Akcja', 'Komedia', 'Horror']"
333,en,/A1Gy5HX3DKGaNW1Ay30NTIVJqJ6.jpg,2020-03-26,[35],False,Bad Trip,578908,Pranksterzy w trasie,6.1,False,337,/a9zFUuxzChmAlIybVge9IZt1hH0.jpg,124.041,"Szalone perypetie dwóch kumpli, którzy aby wyrwać się z codziennej rutyny, wyruszają na krajoznawczą wycieczkę do Nowego Jorku.","['Eric André', 'Lil Rel Howery', 'Tiffany Haddish']",['Kitao Sakurai'],"['gorilla', 'hidden camera', 'stunt']",[35],['Komedia']
334,en,/ipMOvseh2BNpaggoCUc7ATpiKqI.jpg,2020-01-15,"[53, 28, 80]",False,Bad Boys for Life,38700,Bad Boys for Life,7.2,False,6685,/3N316jUSdhvPyYTW29G4v9ebbcS.jpg,90.698,"Funkcjonariusze Mike Lowery i Marcus Burnett ponownie ruszają do akcji! Gdy z więzienia ucieka pałająca żądzą zemsty baronowa narkotykowego kartelu, bohaterowie stają przed największym wyzwaniem w swojej dotychczasowej karierze. W akcji pomoże specjalna jednostka AMMO - nowe pokolenie policyjnych twardzieli.","['Will Smith', 'Martin Lawrence', 'Paola Nuñez']","['Adil El Arbi', 'Bilall Fallah']","['detective', 'police', 'sequel']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
335,en,/buBoujM5PDuuA6ArKD80Mgl1kJX.jpg,1993-10-09,"[14, 16, 10751]",False,The Nightmare Before Christmas,9479,Miasteczko Halloween,7.8,False,7169,/xWT5F1DNxciNLEMXRl49iq8zvN7.jpg,98.865,"Jack Skelleton znany również jako Pumpkin King to szef grupy potworów, duchów, czarownic, wampirów i innych straszydeł, które przez cały rok przygotowują się do swojego wielkiego święta - Halloween, w czasie którego mogą do woli straszyć i przerażać. Jednak przez przypadek Jack trafia do kolorowego i wesołego Miasteczka Bożonarodzeniowego, w którym prym wiodą Mikołaj i mali pomocnicy pomagający mu wręczać dzieciom prezenty. Jack wpada na diaboliczny pomysł - tegoroczne Boże Narodzenie zostanie zorganizowane przez mieszkańców Miasteczka Halloween!","['Chris Sarandon', ""Catherine O'Hara"", 'Ken Page']",['Henry Selick'],"['holiday', 'fire', 'santa claus']","[16, 10751, 14]","['Animacja', 'Familijny', 'Fantasy']"
