,original_language,poster_path,release_date,genre_ids_x,video,original_title,id,title,vote_average,adult,vote_count,backdrop_path,popularity,overview,cast,director,keywords,genre_ids_y,name
1113,en,/9fSogEkqDfJQTuGHsTFloQz3Tw8.jpg,2021-09-26,[27],False,V/H/S/94,753453,V/H/S/94,6.6,False,149,/uWbP41poWgP0f7sgAQTf6UeRtwg.jpg,44.678,"Policyjny S.W.A.T. Zespół bada tajemniczą taśmę VHS i odkrywa złowrogi kult, który ma wcześniej nagrany materiał, który ujawnia koszmarny spisek.","['Anna Hopkins', 'Kyal Legend', 'Christian Lloyd']","['Simon Barrett', 'Timo Tjahjanto', 'Steven Kostanski', 'Jennifer Reeder', 'Chloe Okuno', 'Ryan Prows']","['vhs', 'found footage', 'franchise']",[27],['Horror']
1114,en,/2YGOQWsjdKNSzavydQhOO6AZJEr.jpg,2019-10-02,"[878, 28, 53]",False,Gemini Man,453405,Bliźniak,6.4,False,4035,/c3F4P2oauA7IQmy4hM0OmRt2W7d.jpg,31.721,"Henry Brogan (Will Smith) to elitarny zabójca przebywający na emeryturze. Niespodziewanie zostaje zaatakowany przez tajemniczego młodego mężczyznę, który okazuje się jego klonem. Henry zamierza dowiedzieć się, dlaczego został obrany na cel i kto jest twórcą zamachowca.","['Will Smith', 'Mary Elizabeth Winstead', 'Clive Owen']",['Ang Lee'],"['clone', 'hitman']","[878, 28, 53]","['Sci-Fi', 'Akcja', 'Thriller']"
1115,en,/mmhwVqpgg8LakjujiHv7ER0OcAi.jpg,1985-05-21,"[28, 12, 53, 10752]",False,Rambo: First Blood Part II,1369,Rambo II,6.6,False,2827,/gRWOLFbgkmujsPUNgQshkSkCTdf.jpg,48.084,"John Rambo powraca do znienawidzonego Wietnamu. Rambo (Sylvester Stallone) wyrusza z tajną misją, której celem jest odnalezienie dowodów, że na terenie Wietnamu, mimo zakończenia wojny wciąż przetrzymywani są amerykańscy jeńcy wojenni. Po dotarciu do uwięzionych żołnierzy, Rambo, wbrew rozkazom, postanawia odbić towarzyszy broni nie czekając na wsparcie wojska. [opis dystrybutora dvd]","['Sylvester Stallone', 'Richard Crenna', 'Charles Napier']",['George P. Cosmatos'],"['vietnam veteran', 'helicopter', 'submachine gun']","[28, 12, 53, 10752]","['Akcja', 'Przygodowy', 'Thriller', 'Wojenny']"
1116,en,/xn2fkr212uCU8xPPkWxlH6QXLp5.jpg,2011-02-18,"[28, 53, 878, 12]",False,I Am Number Four,46529,Jestem numerem cztery,6.2,False,3878,/c4dzrk7INvEZdAQ8zzdvaokkIne.jpg,35.836,"John Smith to pozornie zwyczajny młody mieszkaniec jednego z miasteczek w USA. W rzeczywistości jest jednak uciekinierem z pogrążonej w wojnie planety Lorien, który na Ziemi szuka schronienia. Trafia do cichego miasteczka w Ohio. Tu spotyka Sarę Hart, dziewczynę miejscowej gwiazdy footballu. Rodzi się między nimi uczucie. Wkrótce jednak John i jego szkolna miłość znajdą się w śmiertelnym niebezpieczeństwie. Okazuje się, że John jest jednym z dziewięciu uciekinierów z tajemniczej, unicestwionej planety, ściganych przez bezlitosnego wroga. Numer Jeden, Dwa i Trzy już nie żyją. Teraz kolej na Numer Cztery. By ocalić skórę, John będzie musiał użyć swych niezwykłych mocy i zjednoczyć siły z pozostałymi zbiegami.","['Alex Pettyfer', 'Dianna Agron', 'Teresa Palmer']",['D. J. Caruso'],"['based on novel or book', 'secret identity', 'alien']","[878, 28, 12, 53]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Thriller']"
1117,en,/bKvi7kgKgvtXX9W6pN8cxMnJupr.jpg,2013-03-14,"[80, 53]",False,The Call,158011,Połączenie,6.8,False,2394,/f8Y2F5e0gEKPWy8bODr9mh2D60V.jpg,33.834,"Jordan Tuner (Halle Berry) jest operatorką linii alarmowej 911. Kobieta jest przyzwyczajona do dramatycznych zgłoszeń i kryzysowych sytuacji, jednak to połączenie przebija wszystko, z czym miała do tej pory do czynienia. Śmiertelnie przerażona nastolatka usiłuje schronić się przed psychopatą, który właśnie włamał się do jej domu. Połączenie przerywa się, a kiedy Jordan oddzwania do dziewczyny, dźwięk dzwonka pozwala napastnikowi zlokalizować ofiarę… Kilka miesięcy później inna nastolatka (Abigail Breslin) wykonuje dramatyczne połączenie na linię 911. Jest uwięziona w bagażniku porywacza, który wywozi ją w nieznane. Tym razem Jordan nie może pozwolić sobie na błąd…  [opis dystrybutora dvd]","['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']",['Brad Anderson'],"['underground', 'gas station', 'kidnapping']","[80, 53]","['Kryminał', 'Thriller']"
1118,en,/eUDzYKSXwzSna45aGNQDILPpeSv.jpg,2010-11-04,"[35, 18]",False,Due Date,41733,Zanim odejdą wody,6.3,False,4389,/st8hEUnz7LTwyGYTt70t9JAHuvb.jpg,36.428,"Peter Highman (Robert Downey Jr.) po raz pierwszy ma zostać ojcem - jego żona ma urodzić dziecko już za pięć dni. Peter pragnie towarzyszyć jej podczas porodu. Jego plany legną w gruzach, kiedy przypadkiem spotka początkującego aktora - Ethana Tremblayego (Zach Galifianakis), który nakłania go do towarzyszenia w podróży samochodem. Podróż okazuje się wyprawą w odległe rejony kraju, podczas której zniszczonych zostanie wiele samochodów i… przyjaźni.","['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan']",['Todd Phillips'],"['highway', 'slacker', 'hitchhiker']","[35, 18]","['Komedia', 'Dramat']"
1119,en,/ebgELZEHKWryGNez8iISZcY8SZ1.jpg,2019-11-06,"[10752, 36, 28, 18]",False,Midway,522162,Midway,7.1,False,1711,/2LmpNG02E92t2830kWm4XlJJiQL.jpg,32.696,"Wojna na Pacyfiku, której początek dał atak Cesarskich Sił Powietrznych na bazę Pearl Harbour, od początku układała się po myśli japońskiego dowództwa. Duża część amerykańskiej floty wojenna uległa zniszczeniu, a dowództwo, szczególnie polityczne, nie potrafiło odnaleźć się w nowej sytuacji. W takich okolicznościach amerykańska baza na Midway pełniła rolę ostatniego szańca obrony, po przerwaniu którego Japonia zapanuje niepodzielnie na Pacyfiku co może przesądzić o losach wojny. Roland Emmerich dzieje bitwy pozwala nam śledzić oczami zwykłych marynarzy, pilotów, a także generałów i polityków, których decyzje miały zdecydować o życiu tysięcy ludzi.","['Ed Skrein', 'Patrick Wilson', 'Woody Harrelson']",['Roland Emmerich'],"['world war ii', 'battle of midway', 'historical fiction']","[28, 18, 36, 10752]","['Akcja', 'Dramat', 'Historyczny', 'Wojenny']"
1120,en,/9by5gCxxd4JmD58CieAOJdZftOk.jpg,2012-11-25,"[35, 10751, 10770]",False,Home Alone: The Holiday Heist,134375,Finn sam w domu: Świąteczny skok,5.3,False,274,/3mO7fimik20gwkVNXNxbi0RY3wg.jpg,48.372,"8-letni Finn jest przerażony przeprowadzką rodziny ze słonecznej Kalifornii do domu w Maine. Chłopak uważa, że domostwo jest nawiedzone, dlatego zastawia wymyślne pułapki na duchy. Pewnego dnia, gdy rodziców nie ma w domu, a Finn zostaje pod opieką starszej siostry, w zasadzkę wpadają trzej złodzieje.","['Jodelle Ferland', 'Christian Martyn', 'Ellie Harvie']",['Peter Hewitt'],['christmas'],"[35, 10751, 10770]","['Komedia', 'Familijny', 'film TV']"
1121,en,/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg,2011-10-19,"[27, 9648]",False,Paranormal Activity 3,72571,Paranormal Activity 3,5.9,False,1711,/oYmgOhICbuhEEVvdQlD6YF8VwDn.jpg,36.671,"Trzecia część horroru. Spokojna okolica, spokojny dom, kamery zainstalowane ze względów bezpieczeństwa... I tylko nikt nie miał czasu przejrzeć nagrań, nikt nie zobaczył, co się tam dzieje nocą. A potem było już za późno... Zobacz, jak wszystko się zaczęło!","['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner']","['Henry Joost', 'Ariel Schulman']","['sibling relationship', 'witch', 'family secrets']","[27, 9648]","['Horror', 'Tajemnica']"
1122,en,/A8XgZE8CsHiYN243MEd07GLCep.jpg,2018-11-16,[10749],False,The Princess Switch,556803,Zamiana z księżniczką,7.1,False,1896,/plJy3kYRULQYvXhoWLxmKvMmXwi.jpg,44.427,"Gdy mocno stąpająca po ziemi cukierniczka z Chicago i szykująca się do ślubu księżna odkrywają, że wyglądają tak samo, postanawiają świątecznie zamienić się miejscami.","['Vanessa Hudgens', 'Nick Sagar', 'Alexa Adeosun']",['Mike Rohl'],"['royalty', 'look-alike', 'identity swap']",[10749],['Romans']
1123,en,/86VKuiaox9eVJTETel0ld7XZtiO.jpg,2021-10-01,[53],False,Bingo Hell,802226,Bingo Hell,5.2,False,59,/4lmDTjpZNf5S1DlFzIbuQ7dus7p.jpg,44.396,"Pełna werwy seniorka broni bliskiej jej sercu okolicy przed diabelskimi siłami, które przejęły władzę nad lokalnym salonem do gry w bingo i mordują mieszkańców w makabryczny sposób.","['Adriana Barraza', 'L. Scott Caldwell', 'Clayton Landey']",['Gigi Saúl Guerrero'],"['horror', 'bingo']",[53],['Thriller']
1124,en,/cKCjmjRiHstU5m9CGxm3jThAdFL.jpg,2015-08-05,"[12, 27, 35]",False,Goosebumps,257445,Gęsia Skórka,6.3,False,3102,/6mPe4rBHzDMal2oL6hVgOBkaHz9.jpg,44.615,"Po przeprowadzce do małego miasteczka Zach zaprzyjaźnia się z Hanną. Ich znajomość oparta jest początkowo na niewyjaśnionej tajemnicy, którą nieufna dziewczyna nie chce się podzielić. Sytuacja zmienia się diametralnie, kiedy Zach poznaje ojca Hanny – R.L. Stine’a (Jack Black), twórcę książek dla dzieci. Niestety, chłopak przypadkowo uwalnia zamieszkujące karty powieści Stine’a duchy i potwory, które opanowują miasteczko. Czy Zachowi, Hannie i pisarzowi uda się zagonić je z powrotem do świata baśni? Film oparty na podstawie bestsellerowej serii książek pod tym samym tytułem, autorstwa R.L. Stine’a.","['Jack Black', 'Dylan Minnette', 'Odeya Rush']",['Rob Letterman'],"['based on novel or book', 'magic', 'werewolf']","[12, 35, 27]","['Przygodowy', 'Komedia', 'Horror']"
1125,en,/mlXfl1kFkGKWV4YWM0fCh3ohhry.jpg,2009-10-16,"[10751, 14, 878, 18]",False,Where the Wild Things Are,16523,Gdzie mieszkają dzikie stwory,6.5,False,1445,/7rFTO7yEJaAXzx3OX1wHgVzVTXc.jpg,45.211,"Dziewięcioletni Max ucieka z domu i przepływa morze, by zostać królem. Krainę, którą przyjdzie mu władać zamieszkują olbrzymie, futrzaste stwory! Jednak bycie królem, może okazać się o wiele trudniejsze niż się wydaje! Twórca filmu, Spike Jonze oraz producent Tom Hanks, przygotowali magiczną, wizualnie oszałamiającą filmową wersję słynnego opowiadania Maurice'a Sendaka, która zgłębia radosny i dziki czas, który nazywamy dzieciństwem!","['Max Records', 'Catherine Keener', 'Lauren Ambrose']",['Spike Jonze'],"['creature', ""based on children's book"", ""children's book""]","[878, 10751, 14, 18]","['Sci-Fi', 'Familijny', 'Fantasy', 'Dramat']"
1126,en,/4rjHhj1BAREc9zNFU8FheLJQdFf.jpg,2020-10-30,"[53, 27]",False,Spell,621151,Urok,6.4,False,223,/edCKQA7LnN1R7fOPPj2nBIi6xeE.jpg,44.366,Mężczyzna przeżywa katastrofę samolotu w Appalachach. Pod opiekę bierze go podejrzane starsze małżeństwo.,"['Omari Hardwick', 'Loretta Devine', 'John Beasley']",['Mark Tonderai'],"['prisoner', 'cult', 'appalachia']","[53, 27]","['Thriller', 'Horror']"
1127,en,/klFZRMea2DLmNYnNtwIoOh0qd9o.jpg,1991-11-22,"[10751, 35, 14, 27]",False,The Addams Family,2907,Rodzina Addamsów,7.0,False,3444,/7OxGhxUYAdtuike29VMzEFxJx7y.jpg,42.6,"Rodzina Addamsów to zbiór niesamowitych postaci, żyjących w starym, na wpół zdewastowanym pałacu. Głową rodziny jest Gomez Addams oraz jego żona Morticia. Rodzina Addamsów charakteryzuje się bardzo czarnym poczuciem humoru.","['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']",['Barry Sonnenfeld'],"['dead wish', 'vampire', 'black humor']","[35, 10751, 14, 27]","['Komedia', 'Familijny', 'Fantasy', 'Horror']"
1128,en,/nmmFWpAXeDFTihERb27qsnVMhlr.jpg,2013-01-03,[53],False,Phantom,152259,Phantom,5.9,False,235,/pGVfXPhI2KJVDS3AShyLPHEegsZ.jpg,35.902,"W samym szczycie Zimnej Wojny cały świat wstrzymuje oddech, gdy sowiecki okręt podwodny uzbrojony w pociski nuklearne ginie gdzieś na Pacyfiku. Na pokładzie jednostki, zaprawiony w bojach kapitan (Ed Harris) i agent KGB (David Duchovny) prowadzą śmiertelnie niebezpieczną grę. Gdy zbliżają się wrogie siły i czas ucieka, kapitan walczy, by utrzymać kontrolę i zapobiec nuklearnej katastrofie.","['Ed Harris', 'David Duchovny', 'Lance Henriksen']",['Todd Robinson'],"['submarine', 'cold war', 'soviet union']",[53],['Thriller']
1129,en,/7rmA1HwYp2GKM85BL0cVwCaosGr.jpg,2004-04-15,"[28, 80, 18]",False,The Punisher,7220,Punisher,6.3,False,2115,/Ao7mTUqaF84o4w2prRmjNgOXjIs.jpg,39.397,"Głównym bohaterem opowieści jest Frank Castle, były żołnierz, który w centrum krwawej rozgrywki gangów traci ukochaną rodzinę. Mężczyzna, owładnięty żądzą zemsty, postanawia wypowiedzieć wojnę wszelkim przestępcom.","['Thomas Jane', 'John Travolta', 'Will Patton']",['Jonathan Hensleigh'],"['chain', 'submachine gun', 'undercover']","[28, 80, 18]","['Akcja', 'Kryminał', 'Dramat']"
1130,en,/7WaWR27aQ6NGwxKhqRFia2GMYBf.jpg,2017-06-06,"[14, 53, 28, 12, 27]",False,The Mummy,282035,Mumia,5.5,False,5958,/i4ZougHEyBAboDpi6jsaTUDTjUl.jpg,38.259,"Tom Cruise jest bohaterem spektakularnego widowiska, opartego na legendzie, którą fascynują się kultury całego świata od początku cywilizacji. Mumia starożytnej księżniczki (Sofia Boutella), której przemocą odebrano władzę i pochowano w grobowcu na środku pustyni, powraca do życia w naszych czasach. Narastające przez tysiąclecia zło budzi grozę nie do ogarnięcia przez człowieka. Od piasków Bliskiego Wschodu po współczesny Londyn, Mumia zadziwia, przeraża i pobudza wyobraźnię.  [opis dystrybutora Blu-ray]","['Tom Cruise', 'Annabelle Wallis', 'Sofia Boutella']",['Alex Kurtzman'],"['egypt', 'monster', 'mummy']","[28, 12, 53, 14, 27]","['Akcja', 'Przygodowy', 'Thriller', 'Fantasy', 'Horror']"
1131,it,/6V2scKSZjzsymiROCgOFPJ7tiDM.jpg,2019-12-19,"[14, 12, 18]",False,Pinocchio,413518,Pinokio,6.6,False,1166,/AdqOBPw4PdtzOcfEuQuZ8MNeTKb.jpg,35.068,"Pewnego dnia w ręce poczciwego stolarza o imieniu Gepetto wpada kawałek drewna. Mężczyzna od samego początku czuje, że w tym z pozoru martwym przedmiocie kryje się jakaś magiczna siła. Postanawia wystrugać z niej postać chłopca. Niespodziewanie stworzona przez niego figurka ożywa – potrafi mówić, śmiać się, skakać i biegać. Gepetto nadaje mu imię: Pinokio i zaczyna troszczyć się o niego jak o własnego syna.","['Federico Ielapi', 'Roberto Benigni', 'Marine Vacth']",['Matteo Garrone'],"['based on novel or book', ""based on children's book""]","[12, 14, 18]","['Przygodowy', 'Fantasy', 'Dramat']"
1132,en,/xVNi3cjj7iqNN034j7n3LgAqo5r.jpg,2013-08-07,"[12, 10751, 14]",False,Percy Jackson: Sea of Monsters,76285,Percy Jackson: Morze potworów,6.0,False,4311,/zkKKtYfvoGbK4yl4aPfLf65bUO8.jpg,39.146,"Perseusz Jackson, zwany Percym, to nastoletni syn greckiego boga morza, Posejdona. Cierpiący na dysleksję i ADHD chłopak mieszka i uczy się w Nowym Jorku. Pewnego dnia odwiedza go piękna kobieta Annabeth Chase, córka Ateny. Opowiada, że ktoś zatruł drzewo, które roztacza wokół Obozu Herosów ochronną granicę. Żeby uleczyć roślinę i odbudować barierę zapewniającą półbogom bezpieczeństwo, niezbędne jest złote runo - magiczna skóra skrzydlatego barana. Percy wyrusza więc po nie na Morze Potworów, na jego wodach leży wyspa, gdzie ukryte jest runo.","['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario']",['Thor Freudenthal'],"['poison', 'sea', 'based on novel or book']","[12, 10751, 14]","['Przygodowy', 'Familijny', 'Fantasy']"
1133,en,/v3QIFUWgtVN4wejVuDZowuyJ20W.jpg,2002-10-02,"[28, 80, 53]",False,The Transporter,4108,Transporter,6.7,False,4136,/stHcCE5mQIzDDgFVxZZ0UfD0hIh.jpg,41.589,"Były komandos Frank Martin (Jason Statham - ""Przekręt"") jest najlepszy w swej robocie jako transporter - przewozi dowolne ładunki we wskazane miejsce... szybko, solidnie i bez zbędnych pytań. Opracował system reguł, których nigdy nie łamie: Po pierwsze - nigdy nie zmieniaj warunków umowy; po drugie - żadnych nazwisk; i po trzecie - nigdy nie zaglądaj do przesyłki. Jednak jego najnowszy ładunek - piękna kobieta porwana przez międzynarodowy gang handlarzy niewolników wprowadziła nie lada zamęt ww jego klarowne zasady. Frank wplątuje się w śmiertelnie groźną intrygę i przekonuje się, że reguły są po to, by je łamać. Nagłe zwroty akcji, nieustanne napięcie, zapierające dech pościgi i sceny kaskaderskie gwarantują prawdziwie wysokooktanową rozrywkę dla wszystkich miłośników podwyższonego poziomu adrenaliny.","['Jason Statham', 'Shu Qi', 'François Berléand']","['Louis Leterrier', 'Corey Yuen']","['martial arts', 'car journey', 'transportation']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
1134,en,/uypfb8lhbvmYAn3JvtPBNJJ60eg.jpg,2019-11-13,"[18, 28, 36]",False,Ford v Ferrari,359724,Le Mans '66,8.0,False,5257,/gX3w0Nniv2XNYZepdKMx4fBvouK.jpg,41.26,"Shelby (Damon) i Miles (Bale) wspólnie stawili czoło obojętności wielkich korporacji, prawom fizyki i własnym ograniczeniom, by zbudować rewolucyjny samochód wyścigowy dla Ford Motor Company i rzucić wyzwanie słynnym samochodom Enzo Ferrari w prestiżowym dwudziestoczterogodzinnym wyścigu Le Mans we Francji w 1966.","['Christian Bale', 'Matt Damon', 'Jon Bernthal']",['James Mangold'],"['based on novel or book', 'car race', 'car mechanic']","[28, 18, 36]","['Akcja', 'Dramat', 'Historyczny']"
1135,en,/bVcuJKZWXvXziKiO81iFjmsWxne.jpg,2008-10-31,"[12, 28, 53, 80]",False,Quantum of Solace,10764,007 Quantum of Solace,6.3,False,6262,/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg,45.238,"""007 Quantum of Solace"" zaczyna się dokładnie 15 min. po zakończeniu ""Casino Royale"". James Bond (Daniel Craig) pchany głęboko skrywaną żądzą zemsty postanawia rozwiązać własne problemy podczas kolejnej służbowej misji. Mając w pamięci zdradę ukochanej Vesper pragnie zniszczyć organizację, która terroryzowała młodą kobietę. Wbrew temu czego go uczono, agent specjalny podąża śladem Dominica Greene (Mathieu Amalric) bogatego przywódcy niebezpiecznej korporacji, z zimną krwią zabijając po drodze współpracujących z biznesmenem ludzi. Bezwzględny w swoim działaniu nie zwraca uwagi na ostrzeżenia M (Judi Dench), czego skutkiem są bogate w akcję sceny i zapierające dech pościgi CIA i MI6 za Bondem, który nie ma zamiaru dać się złapać zanim nie wyrówna własnych porachunków. U boku Jamesa Bonda kolejna piękna kobieta, czyli Camille (Olga Kurylenko), która także chce wtrącić do całej sprawy swoje trzy grosze.[opis dystrybutora dvd]","['Daniel Craig', 'Olga Kurylenko', 'Judi Dench']",['Marc Forster'],"['killing', 'undercover', 'secret agent']","[28, 12, 80, 53]","['Akcja', 'Przygodowy', 'Kryminał', 'Thriller']"
1136,en,/5fsemnPiqmx0RMFFVytHN0nRTXY.jpg,2009-06-09,"[35, 10749]",False,Baby on Board,18131,"Kochanie, jestem w ciąży!",4.9,False,75,/5LS7vWyEZ4xuGGCHo0VpKVBGlFN.jpg,39.885,"Curtis (Jerry O'Connell) i Angela ( Heather Graham) grają młode, szczęśliwe małżeństwo. Prowadzą dostatnie życie i oboje robią oszałamiającą karierę. Niestety jedna wiadomość wywróci ich poukładane życie do góry nogami i diametralnie zmieni dalsze plany – zostaną rodzicami. Jak ambitna i piękna bizneswoman w szczytowym momencie swojej kariery poradzi sobie z ciążą i macierzyństwem? Czy rady przyjaciół okażą się pomocne w nowej rzeczywistości?","['Heather Graham', ""Jerry O'Connell"", 'John Corbett']",['Brian Herzlinger'],['refrigerator'],"[35, 10749]","['Komedia', 'Romans']"
1137,en,/zZnxByn54Ci5zjmd5aNCQtMluzs.jpg,2020-07-23,[27],False,The Rental,587496,Lokum,5.6,False,559,/2gBMBfmQvHeOQQ5PiKiuxVdGs77.jpg,44.182,"The Rental to horror, który opowiada o dwóch parach. Nasi bohaterowie udają się na spokojny weekend na wybrzeże. Jednak w trakcie wypoczynku odkrywają, że gospodarz ich wynajętego domu może ich szpiegować. Wkrótce spokojny weekend zamienia się w coś o wiele bardziej złowieszczego, gdy tajemnice naszych bohaterów wychodzą na jaw i starzy przyjaciele mogą zobaczyć się w zupełnie nowym świetle.","['Dan Stevens', 'Alison Brie', 'Sheila Vand']",['Dave Franco'],"['camera', 'ecstasy', 'brother']",[27],['Horror']
